# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_CODON_DELETION	variants_effect_CODON_INSERTION	variants_effect_DOWNSTREAM	variants_effect_FRAME_SHIFT	variants_effect_FRAME_SHIFT+START_LOST	variants_effect_FRAME_SHIFT+STOP_GAINED	variants_effect_FRAME_SHIFT+STOP_LOST	variants_effect_INTRON	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_SPLICE_SITE_ACCEPTOR+INTRON	variants_effect_SPLICE_SITE_DONOR+INTRON	variants_effect_START_LOST+CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_START_LOST+CODON_INSERTION	variants_effect_STOP_GAINED	variants_effect_STOP_GAINED+CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_STOP_GAINED+CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_STOP_GAINED+CODON_INSERTION	variants_effect_STOP_LOST	variants_effect_SYNONYMOUS_CODING	variants_effect_SYNONYMOUS_STOP	variants_effect_UPSTREAM	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
PF3D7_1333500	PF3D7_1333500	PF3D7_1333500.1		0	0	1	13	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	5000	1	0	1386	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_1333800	PF3D7_1333800	PF3D7_1333800.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1333900	PF3D7_1333900	PF3D7_1333900.1		0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1334000	PF3D7_1334000	PF3D7_1334000.1		1	0	0	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	1	0	1338	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1334100	PF3D7_1334100	PF3D7_1334100.1		0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1334200	PF3D7_1334200	PF3D7_1334200.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1335500	PF3D7_1335500	PF3D7_1335500.1		0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1335600	PF3D7_1335600	PF3D7_1335600.1		0	0	0	4	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	2	0	133	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1335700	PF3D7_1335700	PF3D7_1335700.1		0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1335800	PF3D7_1335800	PF3D7_1335800.1		0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1336000	PF3D7_1336000	PF3D7_1336000.1		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1336100	PF3D7_1336100	PF3D7_1336100.1		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1336200	PF3D7_1336200	PF3D7_1336200.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	160	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1336300	PF3D7_1336300	PF3D7_1336300.1		0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1336400	PF3D7_1336400	PF3D7_1336400.1		0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1336500	PF3D7_1336500	PF3D7_1336500.1		0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1336600	PF3D7_1336600	PF3D7_1336600.1		0	0	0	6	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	1	0	224	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1336700	PF3D7_1336700	PF3D7_1336700.1		0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1337000	PF3D7_1337000	PF3D7_1337000.1		0	0	0	6	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	5000	0	0	0	1	0	146	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1337400	PF3D7_1337400	PF3D7_1337400.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1337500	PF3D7_1337500	PF3D7_1337500.1		1	0	15	8	0	0	0	1	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	16	0	10005	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1337600	PF3D7_1337600	PF3D7_1337600.1		0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1337700	PF3D7_1337700	PF3D7_1337700.1		0	0	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1337900	PF3D7_1337900	PF3D7_1337900.1		0	0	0	22	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_1338000	PF3D7_1338000	PF3D7_1338000.1		0	0	0	22	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	5000	0	0	0	7	0	184	0	0	0	0	0	0	0	0	0	10	0	5000
PF3D7_1338200	PF3D7_1338200	PF3D7_1338200.1		0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1338300	PF3D7_1338300	PF3D7_1338300.1		0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1338400	PF3D7_1338400	PF3D7_1338400.1		0	0	0	11	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	4	0	98	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1338500	PF3D7_1338500	PF3D7_1338500.1		0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1338600	PF3D7_1338600	PF3D7_1338600.1		0	0	1	8	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	5000	1	0	2539	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1338700	PF3D7_1338700	PF3D7_1338700.1		0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1338800	PF3D7_1338800	PF3D7_1338800.1		0	0	0	8	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	1	0	170	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1338900	PF3D7_1338900	PF3D7_1338900.1		0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1339000	PF3D7_1339000	PF3D7_1339000.1		0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1339100	PF3D7_1339100	PF3D7_1339100.1		0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1339200	PF3D7_1339200	PF3D7_1339200.1		0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000
PF3D7_1339300	PF3D7_1339300	PF3D7_1339300.1		0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1339400	PF3D7_1339400	PF3D7_1339400.1		0	0	0	7	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	5000	0	0	0	1	0	147	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1339500	PF3D7_1339500	PF3D7_1339500.1		0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1339600	PF3D7_1339600	PF3D7_1339600.1		0	0	0	15	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1339700	PF3D7_1339700	PF3D7_1339700.1		0	4	6	6	1	0	1	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	3	3	0	5000	10	0	5811	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1339800	PF3D7_1339800	PF3D7_1339800.1		0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1340200	PF3D7_1340200	PF3D7_1340200.1		0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1340300	PF3D7_1340300	PF3D7_1340300.1		0	1	2	8	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	7	1	0	5000	3	0	2868	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1340400	PF3D7_1340400	PF3D7_1340400.1		0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1340500	PF3D7_1340500	PF3D7_1340500.1		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1341000	PF3D7_1341000	PF3D7_1341000.1		0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1341100	PF3D7_1341100	PF3D7_1341100.1		0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1341200	PF3D7_1341200	PF3D7_1341200.1		0	0	0	12	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	5000	0	0	0	1	0	116	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1341300	PF3D7_1341300	PF3D7_1341300.1		0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1341400	PF3D7_1341400	PF3D7_1341400.1		0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1341700	PF3D7_1341700	PF3D7_1341700.1		0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1341900	PF3D7_1341900	PF3D7_1341900.1		0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1342000	PF3D7_1342000	PF3D7_1342000.1		0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1342200	PF3D7_1342200	PF3D7_1342200.1		2	0	5	9	0	0	0	0	5	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	5	0	5000	7	0	2919	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1342300	PF3D7_1342300	PF3D7_1342300.1		0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000
PF3D7_1342700	PF3D7_1342700	PF3D7_1342700.1		0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1343100	PF3D7_1343100	PF3D7_1343100.1		0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1343200	PF3D7_1343200	PF3D7_1343200.1		0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1343300	PF3D7_1343300	PF3D7_1343300.1		0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_1343500	PF3D7_1343500	PF3D7_1343500.1		0	0	0	6	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	2	0	141	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1343600	PF3D7_1343600	PF3D7_1343600.1		0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1343800	PF3D7_1343800	PF3D7_1343800.1		0	0	0	14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000
PF3D7_1344000	PF3D7_1344000	PF3D7_1344000.1		0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5000
PF3D7_1344100	PF3D7_1344100	PF3D7_1344100.1		0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1344300	PF3D7_1344300	PF3D7_1344300.1		0	0	0	15	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	5000	0	0	0	1	0	274	0	0	0	0	0	0	0	0	0	12	0	5000
PF3D7_1344400	PF3D7_1344400	PF3D7_1344400.1		0	0	0	40	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	8	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	5000
PF3D7_1344700	PF3D7_1344700	PF3D7_1344700.1		0	0	0	40	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	32	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1344900	PF3D7_1344900	PF3D7_1344900.1		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1345000	PF3D7_1345000	PF3D7_1345000.1		0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	1	0	119	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1345300	PF3D7_1345300	PF3D7_1345300.1		0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1345400	PF3D7_1345400	PF3D7_1345400.1		1	0	0	11	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	5000	1	0	3473	1	0	222	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1345600	PF3D7_1345600	PF3D7_1345600.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1345800	PF3D7_1345800	PF3D7_1345800.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1346000	PF3D7_1346000	PF3D7_1346000.1		0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1346200	PF3D7_1346200	PF3D7_1346200.1		0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1346400	PF3D7_1346400	PF3D7_1346400.1		0	0	1	11	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	3	0	5000	1	0	17967	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1346500	PF3D7_1346500	PF3D7_1346500.1		0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1788	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1346600	PF3D7_1346600	PF3D7_1346600.1		0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5000
PF3D7_1346900	PF3D7_1346900	PF3D7_1346900.1		0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1347300	PF3D7_1347300	PF3D7_1347300.1		0	0	0	11	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	5000	0	0	0	1	0	85	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1347400	PF3D7_1347400	PF3D7_1347400.1		0	0	0	14	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1347600	PF3D7_1347600	PF3D7_1347600.1		0	0	0	9	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	5000	0	0	0	1	0	282	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1348000	PF3D7_1348000	PF3D7_1348000.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1348100	PF3D7_1348100	PF3D7_1348100.1		0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1348200	PF3D7_1348200	PF3D7_1348200.1		0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5000
PF3D7_1348300	PF3D7_1348300	PF3D7_1348300.1		0	0	2	11	0	0	0	1	7	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	7	0	5000	2	0	3590	2	0	191	0	0	0	0	0	0	0	0	0	2	0	5000
PF3D7_1348400	PF3D7_1348400	PF3D7_1348400.1		4	6	21	9	5	2	0	1	2	3	0	0	0	1	13	0	0	0	0	0	0	1	0	0	6	0	6	2	0	5000	31	0	11264	1	0	119	0	0	0	0	0	0	0	0	0	6	0	5000
PF3D7_1348500	PF3D7_1348500	PF3D7_1348500.1		0	0	0	51	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	21	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	5000
PF3D7_1348600	PF3D7_1348600	PF3D7_1348600.1		0	0	0	26	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1348800	PF3D7_1348800	PF3D7_1348800.1		0	0	0	26	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	5000
PF3D7_1348900	PF3D7_1348900	PF3D7_1348900.1		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000
PF3D7_1349000	PF3D7_1349000	PF3D7_1349000.1		0	0	0	12	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	5000	0	0	0	2	0	96	0	0	0	0	0	0	0	0	0	7	0	5000
PF3D7_1349100	PF3D7_1349100	PF3D7_1349100.1		0	0	0	12	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	5000	0	0	0	1	0	203	0	0	0	0	0	0	0	0	0	5	0	5000
PF3D7_1349200	PF3D7_1349200	PF3D7_1349200.1		0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1349500	PF3D7_1349500	PF3D7_1349500.1		4	0	2	8	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	10088	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1349600	PF3D7_1349600	PF3D7_1349600.1		0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1349700	PF3D7_1349700	PF3D7_1349700.1		0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
PF3D7_1349800	PF3D7_1349800	PF3D7_1349800.1		0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000
PF3D7_1349900	PF3D7_1349900	PF3D7_1349900.1		0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5000
